0;0;0.6169503812671344;1;0
0;1;0.6169503812671344;1;0
0;2;0.6169503812671344;1;0
0;3;0.6169503812671344;1;0
100;0;0.8128072616688492;20;0
100;1;0.7913105599666169;37;0
100;2;0.7926484364059803;21;0
100;3;0.7316283242909815;17;0
200;0;0.8167815457132676;42;0
200;1;0.7913105599666169;58;0
200;2;0.7926484364059803;43;0
200;3;0.7544505818235381;40;0
300;0;0.8167815457132676;63;0
300;1;0.8382808499743983;80;0
300;2;0.7926484364059803;64;0
300;3;0.7801951036490948;65;0
400;0;0.8167815457132676;84;0
400;1;0.8382808499743983;104;0
400;2;0.8408602150537634;19;0
400;3;0.8408602150537634;10;0
500;0;0.8167815457132676;103;0
500;1;0.8382808499743983;129;0
500;2;0.8408602150537634;35;0
500;3;0.8408602150537634;29;0
600;0;0.8321883944834765;127;0
600;1;0.8382808499743983;148;0
600;2;0.8408602150537634;57;0
600;3;0.8408602150537634;54;0
700;0;0.8408602150537634;18;0
700;1;0.8408602150537634;19;0
700;2;0.8417393359328843;74;0
700;3;0.8408602150537634;73;0
800;0;0.8408602150537634;41;0
800;1;0.8408602150537634;47;0
800;2;0.8559523809523808;101;0
800;3;0.8408602150537634;91;0
900;0;0.8408602150537634;59;0
900;1;0.8408602150537634;69;0
900;2;0.8665031075481895;126;0
900;3;0.8408602150537634;119;0
1000;0;0.8408602150537634;19;0
1000;1;0.851474358974359;20;0
1000;2;0.8665031075481895;148;0
1000;3;0.8408602150537634;143;0
1100;0;0.8409098428453268;47;0
1100;1;0.851474358974359;38;0
1100;2;0.8665031075481895;168;0
1100;3;0.8408602150537634;164;0
1200;0;0.8665031075481895;3;0
1200;1;0.8551282051282051;69;0
1200;2;0.8739972527472528;190;0
1200;3;0.8665031075481895;1;0
1300;0;0.8846618642144086;28;0
1300;1;0.8579067706487061;89;0
1300;2;0.8739972527472528;214;0
1300;3;0.8739972527472528;25;0
1400;0;0.8846618642144086;52;0
1400;1;0.861538811825697;118;0
1400;2;0.8739972527472528;238;0
1400;3;0.8739972527472528;46;0
1500;0;0.8854524642024643;73;0
1500;1;0.8796237835747946;15;0
1500;2;0.8869894432837911;8;0
1500;3;0.8739972527472528;70;0
1600;0;0.892156009413472;90;0
1600;1;0.8796237835747946;39;0
1600;2;0.892156009413472;33;0
1600;3;0.8739972527472528;99;0
1700;0;0.892156009413472;113;0
1700;1;0.892156009413472;4;0
1700;2;0.892156009413472;60;0
1700;3;0.892156009413472;3;0
1800;0;0.892156009413472;131;0
1800;1;0.892156009413472;30;0
1800;2;0.892156009413472;82;0
1800;3;0.892156009413472;29;0
1900;0;0.892156009413472;4;0
1900;1;0.892156009413472;3;0
1900;2;0.892156009413472;105;0
1900;3;0.892156009413472;50;0
2000;0;0.892156009413472;25;0
2000;1;0.892156009413472;26;0
2000;2;0.892156009413472;129;0
2000;3;0.892156009413472;72;0
2100;0;0.892156009413472;1;0
2100;1;0.892156009413472;3;0
2100;2;0.892156009413472;156;0
2100;3;0.892156009413472;105;0
2200;0;0.892156009413472;26;0
2200;1;0.892156009413472;23;0
2200;2;0.892156009413472;179;0
2200;3;0.892156009413472;128;0
2300;0;0.892156009413472;5;0
2300;1;0.892156009413472;6;0
2300;2;0.892156009413472;201;0
2300;3;0.892156009413472;154;0
2400;0;0.892156009413472;25;0
2400;1;0.892156009413472;29;0
2400;2;0.892156009413472;217;0
2400;3;0.892156009413472;187;0
2500;0;0.892156009413472;3;0
2500;1;0.892156009413472;2;0
2500;2;0.892156009413472;247;0
2500;3;0.892156009413472;203;0
2600;0;0.892156009413472;23;0
2600;1;0.892156009413472;22;0
2600;2;0.892156009413472;273;0
2600;3;0.892156009413472;226;0
2700;0;0.892156009413472;2;0
2700;1;0.892156009413472;4;0
2700;2;0.892156009413472;298;0
2700;3;0.892156009413472;251;0
2800;0;0.892156009413472;23;0
2800;1;0.892156009413472;29;0
2800;2;0.892156009413472;330;0
2800;3;0.892156009413472;267;0
2900;0;0.892156009413472;2;0
2900;1;0.892156009413472;2;0
2900;2;0.892156009413472;356;0
2900;3;0.892156009413472;292;0
3000;0;0.892156009413472;19;0
3000;1;0.892156009413472;30;0
3000;2;0.892156009413472;378;0
3000;3;0.892156009413472;315;0
3100;0;0.892156009413472;3;0
3100;1;0.892156009413472;1;0
3100;2;0.892156009413472;396;0
3100;3;0.892156009413472;341;0
3200;0;0.892156009413472;23;0
3200;1;0.892156009413472;24;0
3200;2;0.892156009413472;413;0
3200;3;0.892156009413472;375;0
3300;0;0.892156009413472;4;0
3300;1;0.892156009413472;3;0
3300;2;0.892156009413472;439;0
3300;3;0.892156009413472;400;0
3400;0;0.892156009413472;22;0
3400;1;0.892156009413472;27;0
3400;2;0.892156009413472;468;0
3400;3;0.892156009413472;424;0
3500;0;0.892156009413472;5;0
3500;1;0.892156009413472;3;0
3500;2;0.892156009413472;490;0
3500;3;0.892156009413472;445;0
3600;0;0.892156009413472;17;0
3600;1;0.892156009413472;22;0
