0;0;0.17975485897263954;1
0;1;0.17975485897263954;1
0;2;0.17975485897263954;1
0;3;0.17975485897263954;1
100;0;0.304008706649156;6
100;1;0.3272250466630357;8
100;2;0.3254998759532651;9
100;3;0.3497043783956536;11
200;0;0.3052135696504263;12
200;1;0.32926739774160285;12
200;2;0.3375509355260382;18
200;3;0.3497043783956536;22
300;0;0.3052135696504263;14
300;1;0.32926739774160285;16
300;2;0.34413652334766476;31
300;3;0.3497043783956536;32
400;0;0.3452775149795017;20
400;1;0.3497043783956536;2
400;2;0.3452775149795017;5
400;3;0.3497043783956536;39
500;0;0.3452775149795017;23
500;1;0.3497043783956536;11
500;2;0.5136320073295448;24
500;3;0.3497043783956536;48
600;0;0.3452775149795017;38
600;1;0.3497043783956536;20
600;2;0.5136320073295448;41
600;3;0.3497043783956536;56
700;0;0.3676555065321837;46
700;1;0.3497043783956536;29
700;2;0.5136320073295448;51
700;3;0.3497043783956536;70
800;0;0.5107120361687661;1
800;1;0.5107120361687661;1
800;2;0.5136320073295448;62
800;3;0.5107120361687661;80
900;0;0.5107120361687661;2
900;1;0.5107120361687661;1
900;2;0.5136320073295448;71
900;3;0.5107120361687661;88
1000;0;0.5107120361687661;2
1000;1;0.5107120361687661;1
1000;2;0.5136320073295448;85
1000;3;0.5107120361687661;98
1100;0;0.5107120361687661;1
1100;1;0.5107120361687661;1
1100;2;0.5136320073295448;99
1100;3;0.5107120361687661;109
1200;0;0.5107120361687661;1
1200;1;0.5134517621961634;2
1200;2;0.5136320073295448;106
1200;3;0.5107120361687661;114
1300;0;0.5107120361687661;1
1300;1;0.5134517621961634;2
1300;2;0.5161914882235606;120
1300;3;0.5107120361687661;131
1400;0;0.5107120361687661;1
1400;1;0.5134517621961634;2
1400;2;0.5161914882235606;132
1400;3;0.5107120361687661;142
1500;0;0.5161914882235606;4
1500;1;0.5134517621961634;2
1500;2;0.5161914882235606;146
1500;3;0.5161914882235606;7
1600;0;0.5161914882235606;8
1600;1;0.5134517621961634;2
1600;2;0.516228263069566;157
1600;3;0.5161914882235606;18
1700;0;0.5180179722418254;16
1700;1;0.5134517621961634;2
1700;2;0.516228263069566;170
1700;3;0.5161914882235606;28
1800;0;0.5180179722418254;26
1800;1;0.5144143686382219;3
1800;2;0.516228263069566;180
1800;3;0.5161914882235606;41
1900;0;0.5180179722418254;34
1900;1;0.516228263069566;15
1900;2;0.516228263069566;185
1900;3;0.5180179722418254;12
2000;0;0.5180179722418254;41
2000;1;0.516228263069566;28
2000;2;0.516228263069566;191
2000;3;0.5180179722418254;19
2100;0;0.5180179722418254;50
2100;1;0.5180179722418254;42
2100;2;0.516228263069566;201
2100;3;0.5180179722418254;25
2200;0;0.5180179722418254;10
2200;1;0.5328176398764634;58
2200;2;0.5180179722418254;11
2200;3;0.5180179722418254;38
2300;0;0.5180179722418254;32
2300;1;0.5328176398764634;62
2300;2;0.5180179722418254;18
2300;3;0.5180179722418254;49
2400;0;0.5180179722418254;39
2400;1;0.5336604331341174;69
2400;2;0.5180179722418254;30
2400;3;0.5180179722418254;57
2500;0;0.5180179722418254;10
2500;1;0.5336604331341174;73
2500;2;0.5336604331341174;3
2500;3;0.5180179722418254;71
2600;0;0.5204068088773971;22
2600;1;0.5336604331341174;80
2600;2;0.5362566888741386;16
2600;3;0.5461737353699517;81
2700;0;0.5230734755440638;32
2700;1;0.5336604331341174;88
2700;2;0.5362566888741386;25
2700;3;0.5465491988326635;88
2800;0;0.5465491988326635;2
2800;1;0.5465491988326635;4
2800;2;0.5362566888741386;27
2800;3;0.5465491988326635;96
2900;0;0.5481095432501507;10
2900;1;0.5473401320373897;12
2900;2;0.5362566888741386;32
2900;3;0.5465491988326635;100
3000;0;0.5481095432501507;21
3000;1;0.5483363006197652;28
3000;2;0.5362566888741386;39
3000;3;0.5465491988326635;106
3100;0;0.5481095432501507;24
3100;1;0.5493464016298663;39
3100;2;0.5362566888741386;48
3100;3;0.5490973356273756;117
3200;0;0.5500987527270449;18
3200;1;0.5493464016298663;49
3200;2;0.5490973356273756;9
3200;3;0.5490973356273756;122
3300;0;0.5500987527270449;29
3300;1;0.5493464016298663;59
3300;2;0.5493464016298663;22
3300;3;0.5508306316855249;130
3400;0;0.5521436044270691;40
3400;1;0.5493464016298663;65
3400;2;0.5493464016298663;31
3400;3;0.5508306316855249;136
3500;0;0.5521436044270691;48
3500;1;0.5521436044270691;10
3500;2;0.5508306316855249;8
3500;3;0.5508306316855249;151
3600;0;0.5521436044270691;60
3600;1;0.5521436044270691;22
3600;2;0.5508306316855249;13
3600;3;0.5508306316855249;158
3700;0;0.5521436044270691;72
3700;1;0.5521436044270691;33
3700;2;0.5508306316855249;19
3700;3;0.5508306316855249;168
3800;0;0.5521436044270691;80
3800;1;0.5521436044270691;42
3800;2;0.5521436044270691;10
3800;3;0.5521436044270691;16
3900;0;0.5521436044270691;87
3900;1;0.5521436044270691;57
3900;2;0.5521436044270691;20
3900;3;0.5521436044270691;25
4000;0;0.5521436044270691;94
4000;1;0.5521436044270691;79
4000;2;0.5521436044270691;22
4000;3;0.5521436044270691;38
4100;0;0.5521436044270691;7
4100;1;0.5521436044270691;8
4100;2;0.5521436044270691;34
4100;3;0.5521436044270691;50
4200;0;0.5521436044270691;21
4200;1;0.5521436044270691;17
4200;2;0.5521436044270691;39
4200;3;0.5521436044270691;63
4300;0;0.5521436044270691;26
4300;1;0.5521436044270691;24
4300;2;0.5521436044270691;44
4300;3;0.5521436044270691;77
4400;0;0.5521436044270691;5
4400;1;0.5521436044270691;5
4400;2;0.5521436044270691;62
4400;3;0.5521436044270691;94
4500;0;0.5521436044270691;17
4500;1;0.5521436044270691;13
4500;2;0.5521436044270691;71
4500;3;0.5521436044270691;104
4600;0;0.5527332316928217;27
4600;1;0.5521436044270691;25
4600;2;0.5521436044270691;84
4600;3;0.5521436044270691;112
4700;0;0.5527332316928217;39
4700;1;0.5527332316928217;13
4700;2;0.5521436044270691;12
4700;3;0.5521436044270691;125
4800;0;0.5527332316928217;54
4800;1;0.5527332316928217;21
4800;2;0.5521436044270691;18
4800;3;0.5521436044270691;137
4900;0;0.5527332316928217;69
4900;1;0.5527332316928217;30
4900;2;0.5527332316928217;3
4900;3;0.5527332316928217;1
